
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-0.558442,0.649352,0.207765,0.263462,-0.259778,-1.17627,1.72977,-1.33216,-0.257817,-0.955172,-0.471204,-3.49884,-0.176662,0.365306,0.809269,0.0958704,0.505708,1.18488,0.0282792,-0.164463,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-1.55312,0.649352,0.207765,0.263462,-0.259778,0.750091,0.0693415,-1.33216,-0.257817,0.550603,-0.471204,1.52274,-0.176662,0.365306,0.177444,-0.18705,0.267828,-1.68406,-0.953393,-1.11799,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,1.05776,0.649352,0.207765,0.263462,-0.259778,-0.604511,-1.03488,-1.33216,-0.257817,-2.89892,-0.471204,1.30572,-0.176662,0.365306,-0.234915,-0.926984,-0.698119,0.854031,-0.211075,-0.436393,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-1.0341,0.649352,0.207765,0.263462,-0.259778,-0.10141,-0.332241,-1.33216,-0.257817,1.85762,-0.471204,-0.45866,-0.176662,0.365306,-2.48998,-1.48729,-0.904989,0.446921,-0.100705,-1.65283,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-0.707853,0.649352,0.207765,0.263462,-0.259778,-0.681614,0.272073,-1.33216,-0.257817,-0.793173,-0.471204,-0.163599,-0.176662,0.365306,-1.14208,-0.155601,-1.63828,1.18476,-0.714322,-0.0896527,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,0.247895,0.649352,0.207765,0.263462,-0.259778,-0.0415113,0.755264,-1.33216,-0.257817,-0.399852,-0.471204,-0.317618,-0.176662,0.365306,-0.123908,-1.27653,-0.447747,-0.479516,-0.861636,-0.122541,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-1.0341,0.649352,0.207765,0.263462,-0.259778,0.301435,-1.5576,-1.33216,-0.257817,-0.355235,-0.471204,0.917581,-0.176662,0.365306,1.14605,1.55498,1.64055,1.05383,0.568806,0.383729,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-0.944191,0.649352,0.207765,0.263462,-0.259778,-0.78823,-0.609372,-1.33216,-0.257817,-0.978135,-0.471204,1.00665,-0.176662,0.365306,0.886121,0.818943,-0.268339,-0.348844,-0.948472,1.10078,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-0.203988,0.649352,0.207765,0.263462,-0.259778,-0.588361,0.761405,-1.33216,-0.257817,0.282007,-0.471204,-0.684527,-0.176662,0.365306,-0.188268,-0.482115,0.504555,-1.46342,-0.0708857,0.646036,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-1.01216,0.649352,0.207765,0.263462,-0.259778,-0.595335,0.770612,-1.33216,-0.257817,0.493796,-0.471204,-0.428278,-0.176662,0.365306,-1.43005,0.842943,-0.0491405,1.1017,-0.346652,-0.114127,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,0.307953,0.649352,0.207765,0.263462,-0.259778,2.39157,-0.558746,-1.33216,-0.257817,-0.382825,-0.471204,-1.10011,-0.176662,0.365306,-0.301546,0.90601,0.688041,-0.957736,-0.598588,0.906583,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-1.73368,0.649352,0.207765,0.263462,-0.259778,-0.137639,-0.0381861,-1.33216,-0.257817,-0.266058,-0.471204,0.993327,-0.176662,0.365306,-1.41265,-1.5819,-0.901541,-0.545076,-0.0972165,-0.986733,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-0.597712,0.649352,0.207765,0.263462,-0.259778,0.845908,2.40514,-1.33216,-0.257817,-2.20895,-0.471204,0.83378,-0.176662,0.365306,-1.43005,-1.73299,-0.0860662,0.190669,0.705102,1.78307,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-0.061518,0.649352,0.207765,0.263462,-0.259778,0.0185421,-0.252062,-1.33216,-0.257817,0.181839,-0.471204,1.97155,-0.176662,0.365306,0.961283,0.434542,0.503226,-0.137934,-0.73296,-1.57734,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,0.0798357,0.649352,0.207765,0.263462,-0.259778,1.25752,-0.700692,-1.33216,-0.257817,0.726327,-0.471204,0.324523,-0.176662,0.365306,0.279137,-0.515476,1.37555,-2.19212,0.951972,-1.67058,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,1.73326,0.649352,0.207765,0.263462,-0.259778,0.423199,-1.54912,-1.33216,-0.257817,-1.07792,-0.471204,0.322848,-0.176662,0.365306,0.486604,-0.274903,-1.2837,-1.47576,1.18468,-1.40177,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,0.0332457,0.649352,0.207765,0.263462,-0.259778,0.0987117,-1.37825,-1.33216,-0.257817,1.5434,-0.471204,0.993327,-0.176662,0.365306,1.66852,1.23064,-0.978017,0.996594,-0.510892,-0.114127,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-0.055835,0.649352,0.207765,0.263462,-0.259778,1.52204,-0.308971,-1.33216,-0.257817,1.81313,-0.471204,-1.96318,-0.176662,0.365306,-0.636785,-1.01924,0.288603,0.782885,0.644798,-2.28707,
-1.32819,-1.25617,-1.49525,-0.711648,-0.798834,-0.184527,-0.129064,-0.184987,-0.22575,-0.497046,-1.54215,0.649352,0.207765,0.263462,-0.259778,0.750259,0.739714,-1.33216,-0.257817,-0.30143,-0.471204,-0.481989,-0.176662,0.365306,-1.02885,-0.264946,0.494303,-0.109459,-1.48856,0.787775,
